Topic ID: D1410_TRAIN | Citance Number: 10 | Citation Text: abundant solid cervical mir-24 up-regulated mirnas cancer cancers | Reference Offset: [457-696', 5101-5216', 5602-5791'] | Reference Text: species mirna sequencing mirnas abundant rna mir-21 library mir-24 small caski subset lesions demonstrate cervical significantly mirnas cancers total clones species mirna mirnas cloned abundant mir-21 mir-24 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1427_EVAL | Citance Number: 3 | Citation Text: mitochondria previous proven induce death abt-737 observations signals | Reference Offset: [55320-55546', 1958-2087', 20496-20638'] | Reference Text: sensitivity agents induce death identify signals cytotoxic activate priming bh3-only cancer subset bcl-2 proapoptotic family select death sensitive signals death induced report abt-737 prior | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1404_EVAL | Citance Number: 16 | Citation Text: site cyclin inactivation degradation activates subsequent leads p53 dephosphorylation cdk2 cdc6 g1 | Reference Offset: [4974-5305', 7432-7643', 6196-6403'] | Reference Text: cyclin sites degradation subsequent potential cdk2 cdc6 wild-type proposed translocation phosphorylation phase nucleus based mutated cyclin d1 p53 cdk4 directed cdk2 antibodies cdc6 p21 apoptosis maintenance induction prior transcriptional sustained p53 arrest target g1 required phase activation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1409_TRAIN | Citance Number: 5 | Citation Text: rate-limiting reduced prb susceptibility mutation tumor tumors retinoblastoma exhibit | Reference Offset: [423-576', 11949-12202', 11659-11752'] | Reference Text: p53 suppressors tumor disrupted factor cancer regulators transcription retinoblastoma inactivation cyclin pathway provide events exclusive evidence mutation tumor epigenetic resulting rb deletion d1 mutually p16ink4a signaling cdk4 genetic overexpression silencing loss disruption tumor types occurs retinoblastoma rb | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1412_EVAL | Citance Number: 4 | Citation Text: ptpn12 suppressor tumor mapk suppressing egfr breast signaling rtks recently interact acting cancer | Reference Offset: [5116-5285', 17960-18012', 18924-18976'] | Reference Text: ptpn12 identify suppressor tumor dependency signaling target cancer key her2 ptpn12 rtks hmecs interact egfr her2 ptpn12 signaling suppresses mapk egfr | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1405_TRAIN | Citance Number: 10 | Citation Text: modulate oct4 primers evidence potential tissue tumor patients nature qrt-pcr bmi1 stem detected self-renewal cancer | Reference Offset: [3645-3939', 5498-5709', 18265-18413'] | Reference Text: oct4 dependent differentiation epithelial embryo tumors interfering tumor adult dose promote manner stem growth oct4 commitment genes lineage lead marker identification pluripotency stem central early self-renewal oct4 bmi1 hematopoietic negative stem maintaining neuronal | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1427_EVAL | Citance Number: 12 | Citation Text: recruit bax tbid bim bh3-only puma directly bind | Reference Offset: [38189-38426', 49371-49467', 51997-52198'] | Reference Text: bak bh3 activate bcl-2 hands bax context bim puma acting directly bind ability bak and/or bax bim bh3-only activator required bid activation bax evidence provided interact puma directly | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1420_EVAL | Citance Number: 3 | Citation Text: cortical maturation stage differences arrested arrest and/or negative activation | Reference Offset: [14622-14866', 17082-17348', 18770-19118'] | Reference Text: cases genes normal differentiation cortical stage showed undergoing pattern early thymocyte differentiation cd2 cortical upregulation tal1 stage contrast lck pattern late reflect appeared thymocyte cases thymocytes cortical upregulation relative stage targeted factors resistance downregulation survival reflect early | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1417_TRAIN | Citance Number: 12 | Citation Text: typical reactions hydrolysis gtp ph gap | Reference Offset: [12609-12839', 670-824', 1398-1605'] | Reference Text: magnitude hydrolysis interaction gtp requires gtpases fact called gap catalyzing gdp hydrolysis gtp gefs general gaps signaling exchange inducing cycle catalytic essential provide induce gdp hydrolysis gtp gefs abundant gaps highly regulated group release bound | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_EVAL | Citance Number: 19 | Citation Text: contributes feed-forward differentiation block maturation rapid let-7g pri-let-7g led transcripts mature let-7 primary lin28 loop participate hypothesis incoherent | Reference Offset: [28943-29116', 5030-5212', 25085-25419'] | Reference Text: cellular let-7 feed-forward differentiation downstream participate contribute incoherent rapid mature transcripts primary mirnas promotes suggests contributes degradation development additionally mirna rapid transcripts family mrna mammalian zebrafish early | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_TRAIN | Citance Number: 5 | Citation Text: mice diet tamoxifen | Reference Offset: [13773-14077', 20333-20482', 20168-20331'] | Reference Text: erk single diet tamoxifen maintain interestingly show adult sufficient mice mice diet leading death tamoxifen rapid weeks essential diet tamoxifen adult mice kinase days 30 mek1lox/lox mek | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1409_EVAL | Citance Number: 7 | Citation Text: dual enzymatic specificity domain phosphatase inpp4b required residue motif pten | Reference Offset: [1362-1427', 13907-14039', 15480-15672'] | Reference Text: dual cellular resulted senescence inpp4b knockdown pten dual functions order redundant inpp4b knockdown pten dual knocking senescence inpp4b hairpin construct knockdown retroviral pten | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1407_TRAIN | Citance Number: 15 | Citation Text: pcmvmyc-lats2 plasmids dr | Reference Offset: [45132-45283', 45395-45624', 46136-46273'] | Reference Text: pcmvmyc-lats2 chain construct prepared lats2 released pcmvmyc-lats2 vector bamhi produce sites pcmvmyc-lats2 constructed bamhi | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_TRAIN | Citance Number: 1 | Citation Text: mir-223 recognized granulocytic differentiation due included mirnas | Reference Offset: [622-782', 1005-1152', 5063-5204'] | Reference Text: transcriptional mir-223 nfi-a regulatory granulocytic factors differentiation involving circuitry controlled show mir-223 nfi-a granulocytic translation differentiation loop mir-223 granulocytic identify differentiation target activation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_TRAIN | Citance Number: 1 | Citation Text: hypermethylation promoter observation mutations induce line frequency idh1 remodeling hypothesis chromatin | Reference Offset: [2378-2598', 23278-23517', 31214-31334'] | Reference Text: aberrant hypermethylation demonstrate mutations generate induce metabolism genes differentiation leukemic metabolite neomorphic idh2 idh1 dna hematopoietic hypermethylation mutations association global determine idh2 samples idh1 sufficient patient idh1/2 aml increase mutant based mutations aml frequency relative idh2 idh1 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_TRAIN | Citance Number: 9 | Citation Text: kras oncogenic functional dependent mutant appears | Reference Offset: [1250-1525', 3569-3694', 9755-9913'] | Reference Text: c-raf therapeutic prevents dependent normal adult mice nsclc target k-ras-driven initiation information mediate signaling oncogenic pathways ras cancer erk single development erk2 erk1 observations process sufficient kinase nsclc signaling oncogenic initiate | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1426_EVAL | Citance Number: 3 | Citation Text: cd4+ chemokine toxin exclusive seven-transmembrane -sensitive cx3c cd8+ receptor monocytes nk | Reference Offset: [4906-5123', 23900-23992', 22670-22883'] | Reference Text: migration functional leukocytes mediate fractalkine receptor identification report cx3cr1 adhesion directly monocytes nk high-affinity cd4+ cd8+ monocytes cd4+ figure expressing fractalkine cd8+ receptor | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_EVAL | Citance Number: 14 | Citation Text: anchorage-independent rnai appearance selective immortalized identify normal potential capable transformation recently screens negative regulators growth | Reference Offset: [2451-2823', 2113-2449', 31490-31754'] | Reference Text: telomerase model catalytic anchorage-independent inhibition transformation vectors h-rasv12 subunit p53 p16ink4a bj oncogenic primary recently combination overexpression fibroblast antigen small sv40 shrna growth telomerase genes recombination ras transformation vectors altered apparent p53 prb pi3k rna ectopic recently pathways mutant viral homologous screen model identify evidence tumor transformation prostate suppressors fibroblasts susceptibility relevant cancer | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_EVAL | Citance Number: 8 | Citation Text: patient-matched events metastatic distant downregulated tumors rhoa m-rip itga5 reduced primary rdx mmp16 relative colonization breast metastasized mir-31 motility metastases early fzd3 | Reference Offset: [33749-33901', 33568-33707', 7697-7899'] | Reference Text: breast detection itga5 patient-matched rdx primary distant metastases tumors rhoa breast patient-matched mir-31 primary distant metastases tumors fraction expressing tumors relative lung reduced mir-31 primary metastases derived note | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_EVAL | Citance Number: 6 | Citation Text: direct reduced evidence pitx1 significantly bladder mutated cancers | Reference Offset: [14788-14902', 14904-15032', 15693-15779'] | Reference Text: prostate altered normal pitx1 tissue bladder relative cancers cases reduced pitx1 tumor significantly prostate lower normal pitx1 bladder tissues cancers | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1412_TRAIN | Citance Number: 4 | Citation Text: kinase complex death rip1 activities rip3 required formation | Reference Offset: [4657-4850', 25361-25478', 1023-1224'] | Reference Text: complex essential species oxygen rip1 rip3 production stable controls kinase downstream critically reactive formation kinase complex context controlled ii rip1 activities rip3 complex species oxygen association activates rip1 rip3 production kinase downstream triggers reactive phosphorylation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_TRAIN | Citance Number: 17 | Citation Text: selected roles mirnas relevant hematopoiesis | Reference Offset: [503-620', 2115-2276', 2278-2470'] | Reference Text: micrornas inhibitors genes roles differentiation target translational play acting limited development show types mirnas stages tissues involved regulatory provide genes differentiation sets tissue-specific mirnas | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1404_EVAL | Citance Number: 12 | Citation Text: dna damage cdc6 rapid | Reference Offset: [6405-6566', 36574-36726', 1138-1253'] | Reference Text: inactivation cyclin d1 cycle arrest dna promote progression damage rapid suggests firing mutations origin destruction damage rapid response blocking dna cdc6 complex p53 dna cdc6 damage destruction anaphase-promoting show enhanced activation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_TRAIN | Citance Number: 6 | Citation Text: idh enzymatic mutations genetic functional inhibiting myeloid contribute part tet neomorphic transformation | Reference Offset: [7909-8187', 916-1045', 4968-5119'] | Reference Text: methylation cellular cycle normal isoforms interfering contribute enzymes transformation malignant idh dna tet2 inhibiting induced mutant hypothesis demethylation enzyme idh characterized mutations resultant 2-hydroxyglutarate production neomorphic mutations genetic idh1/2 context mechanism contribute phenotype malignant occur | Discourse Facet: | Run ID: BLLIP 1
